uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline
<http://dbpedia.org/resource/Agustín_García_Calvo>,Agustín García Calvo,1.1878050305276038,10,10,20,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henri_de_Saint-Simon>,Henri de Saint-Simon,1.1861387727563453,12,18,30,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nick_Bruno>,Nick Bruno,1.1848750000000001,0,4,4,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jaffna_Central_College>,Jaffna Central College,1.1785,0,0,0,0,0,0,1,0,0,18,0,0,[],false,true,false
<http://dbpedia.org/resource/Clement_of_Alexandria>,Clement of Alexandria,1.176340739017603,9,13,22,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Walter_Benjamin>,Walter Benjamin,1.1733248605662414,27,23,50,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Shirley_R._Steinberg>,Shirley R. Steinberg,1.1657989831876152,0,8,8,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Differential_geometry>,Differential geometry,1.157478199703549,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Carl_Jung>,Carl Jung,1.1506647521672928,34,23,57,2,9,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rainer_Forst>,Rainer Forst,1.1495360849373488,0,14,14,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/İhsan_Eliaçık>,İhsan Eliaçık,1.147409976731362,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/C_Sharp_(programming_language)>,C Sharp (programming language),1.146775982510534,33,18,51,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Guillaume_Faye>,Guillaume Faye,1.146683617669495,0,20,20,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michel_Onfray>,Michel Onfray,1.1410505453624047,0,16,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Erving_Goffman>,Erving Goffman,1.140892325136804,5,13,18,0,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Aristotle>,Aristotle,1.1263290019430177,193,12,205,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_Kuhn>,Thomas Kuhn,1.1212458538054189,17,15,32,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Burton_C._Gray>,Burton C. Gray,1.11280415319626,0,3,3,2,0,0,0,0,0,0,0,0,"[Economics, Political philosophy, Business]",false,false,false
<http://dbpedia.org/resource/Hugh_of_Saint_Victor>,Hugh of Saint Victor,1.1119155157896712,5,12,17,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Native_Americans_in_the_United_States>,Native Americans in the United States,1.1105,0,0,0,0,0,0,6,0,0,0,4,0,[],true,false,false
<http://dbpedia.org/resource/Nick_Srnicek>,Nick Srnicek,1.1071015069085788,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Martin_Luther_King_Jr.>,Martin Luther King Jr.,1.1070915542234985,3,2,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Laurie_Bauer>,Laurie Bauer,1.1062500000000002,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_James>,William James,1.1035638937776884,53,24,77,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sandrine_Bergès>,Sandrine Bergès,1.102728974858929,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roger_Bacon>,Roger Bacon,1.1017248097969503,7,12,19,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Julius_Evola>,Julius Evola,1.0985297850264157,7,17,24,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dharmaraja_College>,Dharmaraja College,1.095625,0,0,0,0,0,0,1,0,0,10,0,0,[],false,true,false
<http://dbpedia.org/resource/Group_theory>,Group theory,1.0942746047902459,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Zeno_of_Citium__Zeno_of_Citium__1>,Zeno of Citium  Zeno of Citium  1,1.0939689932323635,7,9,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/QML>,QML,1.0925771906563004,2,4,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Turkey>,Turkey,1.09190625,0,0,0,0,0,0,1,0,0,0,2,0,[],true,false,false
<http://dbpedia.org/resource/Zen>,Zen,1.0887575291088223,0,2,2,0,0,0,0,0,0,0,10,0,[],true,false,false
<http://dbpedia.org/resource/Peter_Kreeft>,Peter Kreeft,1.0857371854159152,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/Richmond_College,_Galle>","Richmond College, Galle",1.085,0,0,0,0,0,0,1,0,0,10,0,0,[],false,true,false
<http://dbpedia.org/resource/Emil_Cioran>,Emil Cioran,1.0849928995504028,3,16,19,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_Jefferson>,Thomas Jefferson,1.0749413167669881,5,8,13,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/LFE_(programming_language)>,LFE (programming language),1.0723577185875013,0,8,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Smalltalk>,Smalltalk,1.071475290173424,51,9,60,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Plutarch>,Plutarch,1.0713913970943518,29,13,42,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Emanuele_Tesauro>,Emanuele Tesauro,1.0709978208578217,6,11,17,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Juan_José_Sebreli>,Juan José Sebreli,1.069812649780961,0,10,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Herbert_A._Simon>,Herbert A. Simon,1.069480528101543,24,11,35,0,5,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Baruch_Spinoza>,Baruch Spinoza,1.0675476356109885,53,13,66,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vladimir_Solovyov_(philosopher)>,Vladimir Solovyov (philosopher),1.0673069329112306,14,17,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Charterhouse_School>,Charterhouse School,1.06375,0,0,0,0,0,0,1,0,0,11,0,0,[],false,true,false
<http://dbpedia.org/resource/Ibn_Sab'in>,Ibn Sab'in,1.0613835023320337,6,13,19,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/MATLAB>,MATLAB,1.0608987122269025,5,7,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ray_Ellin>,Ray Ellin,1.0605625000000003,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Muhammad_Iqbal>,Muhammad Iqbal,1.0583493241025208,24,14,38,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Microsoft>,Microsoft,1.0543851093918652,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cesare_Magati>,Cesare Magati,1.0537492580630756,0,10,10,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Scotus_Eriugena__John_Scotus_Eriugena__1>,John Scotus Eriugena  John Scotus Eriugena  1,1.0530917967003848,16,8,24,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_Shakespeare>,William Shakespeare,1.0503481674752981,5,1,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rafael_Gambra_Ciudad>,Rafael Gambra Ciudad,1.050301874433597,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Butler_D._Shaffer>,Butler D. Shaffer,1.0492018912672358,0,24,24,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/JR-BASIC>,JR-BASIC,1.0462272843717626,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edmund_Jaeger>,Edmund Jaeger,1.0458658957412592,1,10,11,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Family_therapy>,Family therapy,1.044703748355204,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henry_David_Thoreau>,Henry David Thoreau,1.04448727068268,26,11,37,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Scratch_(programming_language)>,Scratch (programming language),1.0436477717436075,7,8,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Agricultural_economics>,Agricultural economics,1.0431670814155354,0,1,1,0,0,0,0,0,13,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Auschwitz_concentration_camp>,Auschwitz concentration camp,1.0425000000000002,0,0,0,0,1,4,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nick_Land>,Nick Land,1.041272119254678,6,15,21,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Crichton-Browne>,James Crichton-Browne,1.040401745438728,0,11,11,1,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Economist>,Economist,1.0379772533520055,1,0,1,0,0,0,0,0,7,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Giambattista_Vico>,Giambattista Vico,1.0374755503730626,29,20,49,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ibn_Arabi__Ibn_ʿArabī__1>,Ibn Arabi  Ibn ʿArabī  1,1.0352142192760945,38,11,49,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tiqqun>,Tiqqun,1.0325768907251862,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Grinder>,John Grinder,1.0276209464813097,5,11,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Rollins>,Peter Rollins,1.0253629688687027,5,15,20,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/Presbyterian_College_of_Education,_Akropong>","Presbyterian College of Education, Akropong",1.0212500000000002,0,0,0,0,0,0,1,0,0,9,0,0,[],false,false,false
<http://dbpedia.org/resource/Communist_Party_of_Great_Britain>,Communist Party of Great Britain,1.0212499999999998,0,0,0,0,0,0,0,3,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Partial_differential_equation>,Partial differential equation,1.0203219385070204,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/PowerShell>,PowerShell,1.0195885611945894,0,11,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hans_Rohrbach>,Hans Rohrbach,1.0187112042361879,0,18,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jürgen_Habermas>,Jürgen Habermas,1.016763608415924,21,28,49,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Microsoft_BASIC>,Microsoft BASIC,1.0167392235214967,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Perl>,Perl,1.014118027321481,16,10,26,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Java_(programming_language)>,Java (programming language),1.0111788151140344,49,13,62,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edith_Stein>,Edith Stein,1.0107559910384893,13,14,27,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alan_Moore>,Alan Moore,1.0091807948898197,0,1,1,0,0,14,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ljubodrag_Simonović>,Ljubodrag Simonović,1.0043808263146052,2,16,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alexandre_Koyré>,Alexandre Koyré,0.9954992502832524,6,9,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Haskell>,Haskell,0.9950901294175901,29,15,44,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Stephen_Lynch_(musician)>,Stephen Lynch (musician),0.9885250000000002,2,6,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Julia_Kristeva>,Julia Kristeva,0.9882666360088421,1,9,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gadge_Maharaj>,Gadge Maharaj,0.9872966847604089,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alvin_Plantinga>,Alvin Plantinga,0.9847279395878994,14,19,33,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Levi_Bryant>,Levi Bryant,0.9805820791970693,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_of_Ockham>,William of Ockham,0.9800399161940008,19,10,29,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Brazil>,Brazil,0.9792532176659134,0,0,0,0,0,0,6,0,0,0,1,0,[],true,false,false
<http://dbpedia.org/resource/Punahou_School>,Punahou School,0.9787500000000002,0,0,0,0,0,0,1,0,0,8,0,0,[],false,false,false
<http://dbpedia.org/resource/Antonio_Gramsci>,Antonio Gramsci,0.9767904441340687,24,16,40,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mark_Fisher>,Mark Fisher,0.9750557189536669,1,14,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michael_Muhammad_Knight>,Michael Muhammad Knight,0.9745980992401898,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jean-Paul_Sartre>,Jean-Paul Sartre,0.9719324180626197,51,18,69,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Albert_Camus>,Albert Camus,0.9700258913233073,6,16,22,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/COBOL>,COBOL,0.9674264064247199,8,8,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jörg_Guido_Hülsmann>,Jörg Guido Hülsmann,0.9662246431436559,0,9,9,2,0,0,0,0,0,0,0,0,"[Financial economics, Macroeconomics, Monetary economics, History of economic thought]",false,false,false
<http://dbpedia.org/resource/Jean-Jacques_Rousseau>,Jean-Jacques Rousseau,0.9654962545239357,67,23,90,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Judith_Butler>,Judith Butler,0.9641576296644738,11,19,30,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sextus_Empiricus>,Sextus Empiricus,0.9628635287179971,11,7,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/David_G._Hebert>,David G. Hebert,0.9625817116073313,0,8,8,1,7,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kazlaser>,Kazlaser,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Natsu_Ando>,Natsu Ando,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Kit_Burns>,Kit Burns,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Tommy_Hadden>,Tommy Hadden,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ephraim_Snow>,Ephraim Snow,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Joe_Erich>,Joe Erich,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/National_Convergence_%22Kwa_Na_Kwa%22>,National Convergence %22Kwa Na Kwa%22,0.9612404689154856,0,0,0,0,0,0,0,1,0,0,0,1,[],false,false,false
<http://dbpedia.org/resource/Norbert_Schwarz>,Norbert Schwarz,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_Burnham_Jr.>,Robert Burnham Jr.,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Danny_Greene>,Danny Greene,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Nardi>,John Nardi,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ted_Noten>,Ted Noten,0.9612404689154856,0,0,0,0,0,1,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jen_Dziura>,Jen Dziura,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jennarong_Muengtaweepongsa>,Jennarong Muengtaweepongsa,0.9612404689154856,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Antonio_Diego_Voci>,Antonio Diego Voci,0.9612404689154856,0,0,0,0,0,1,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mario_Christian_Meyer>,Mario Christian Meyer,0.9607885537549491,0,18,18,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Carl_Schmitt>,Carl Schmitt,0.957693881617165,44,23,67,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Derek_Parfit>,Derek Parfit,0.9525325489258489,10,15,25,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mexico>,Mexico,0.9521875000000001,0,0,0,0,0,0,4,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Percival_Bailey>,Percival Bailey,0.9515770158149844,1,12,13,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Fritjof_Capra>,Fritjof Capra,0.9472730595772972,1,10,11,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Friedrich_Schleiermacher>,Friedrich Schleiermacher,0.94713616370638,20,14,34,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alex_Callinicos>,Alex Callinicos,0.9456732535030549,0,8,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Steve_Bannon>,Steve Bannon,0.9343616547936072,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/René_Girard>,René Girard,0.9294477757482255,8,15,23,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cornelius_Van_Til>,Cornelius Van Til,0.9294277596690405,7,10,17,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Lynne_Tirrell>,Lynne Tirrell,0.92931172043961,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Meher_Baba>,Meher Baba,0.9288125000000003,2,6,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dimitrije_Mitrinović>,Dimitrije Mitrinović,0.927666143713283,2,8,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rugby_School>,Rugby School,0.925625,0,0,0,0,0,0,1,0,0,9,0,0,[],false,false,false
<http://dbpedia.org/resource/Ibn_Barrajan>,Ibn Barrajan,0.9237854797979799,3,9,12,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/St._Anthony's_College,_Kandy>","St. Anthony's College, Kandy",0.91925,0,0,0,0,0,0,1,0,0,9,0,0,[],false,false,false
<http://dbpedia.org/resource/Masao_Abe>,Masao Abe,0.9180741454273865,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jan_Blommaert>,Jan Blommaert,0.916718834951674,0,8,8,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nicholas_of_Cusa>,Nicholas of Cusa,0.9162562270891353,14,15,29,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michele_Mahone>,Michele Mahone,0.9150000000000001,0,6,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/GW-BASIC>,GW-BASIC,0.9150000000000001,3,6,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Richard_Coates>,Richard Coates,0.9150000000000001,0,0,0,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Lev_Vygotsky>,Lev Vygotsky,0.9147192185492315,8,13,21,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Marin_Mersenne>,Marin Mersenne,0.9131808783628313,1,11,12,0,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mahatma_Gandhi>,Mahatma Gandhi,0.9112268301569622,6,2,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Andreas_Vesalius>,Andreas Vesalius,0.9106294411152649,0,3,3,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Common_Lisp>,Common Lisp,0.9095297369455337,21,7,28,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ady_Jean-Gardy>,Ady Jean-Gardy,0.9085470254138006,0,9,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/EuLisp>,EuLisp,0.9044273538495388,2,11,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Wahid_Azal>,Wahid Azal,0.9018168492401899,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/St._John's_College,_Jaffna>","St. John's College, Jaffna",0.901339285714286,0,0,0,0,0,0,1,0,0,14,0,0,[],false,true,false
<http://dbpedia.org/resource/Denis_Diderot>,Denis Diderot,0.8994595342379558,11,20,31,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eduard_Limonov>,Eduard Limonov,0.8993509368811896,0,1,1,1,0,1,0,0,0,0,0,1,[],false,false,false
<http://dbpedia.org/resource/Demetrios_Kydones>,Demetrios Kydones,0.8984473220351848,2,6,8,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/St._Joseph's_College,_Colombo>","St. Joseph's College, Colombo",0.8980000000000002,0,0,0,0,0,0,1,0,0,12,0,0,[],false,true,false
<http://dbpedia.org/resource/Paul_Leonardi>,Paul Leonardi,0.8951800180304108,0,6,6,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Elizabeth_S._Anderson>,Elizabeth S. Anderson,0.8931425217462333,0,11,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Catrobat>,Catrobat,0.8923066579717683,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alexander_Vladimirovich_Bykov>,Alexander Vladimirovich Bykov,0.8916250000000001,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Simon_Critchley>,Simon Critchley,0.8900413588114012,0,18,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mario_Bunge>,Mario Bunge,0.88833903555329,2,10,12,0,0,0,0,0,0,0,0,0,[],false,false,false
